Title,Alternative Title,Creator,RegDate,CollectionDb,SubjectCategory,SubjectKeyword,Extent,Description,SpatialCoverage,Temporal,Person,Language,SourceTitle,ReferenceIdentifier,Rights,CopyrightOthers,URL,Contributor,SubDescription
"구원,구출,구하다,건지다",,누리집,2023-05-24 11:04:47,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281054/MOV000277357_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=17127,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281054/MOV000277357_700X466.mp4
두려움,,누리집,2023-05-24 11:04:47,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281631/MOV000277619_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=17210,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281631/MOV000277619_700X466.mp4
"무조건,무작정",,누리집,2023-05-24 11:04:47,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735788/MOV000252668_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=23946,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735788/MOV000252668_700X466.mp4
따라다니다,,누리집,2023-05-24 11:04:47,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732691/MOV000260325_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=23856,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732691/MOV000260325_700X466.mp4
돌아서다,,누리집,2023-05-24 11:04:48,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735504/MOV000239303_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=2509,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735504/MOV000239303_700X466.mp4
"절도,도둑,도적,훔치다",,누리집,2023-05-24 11:04:48,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041781/MOV000360842_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=11271,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041781/MOV000360842_700X466.mp4
"갈등,마찰,거북하다,껄끄럽다",,누리집,2023-05-24 11:04:48,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727517/MOV000250339_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6408,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727517/MOV000250339_700X466.mp4
(사람을)차다,,누리집,2023-05-24 11:04:49,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200826/736361/MOV000259287_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=9016,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200826/736361/MOV000259287_700X466.mp4
-전,,누리집,2023-05-24 11:04:49,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038757/MOV000360222_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=2539,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038757/MOV000360222_700X466.mp4
1층,,누리집,2024-12-17 06:18:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041835/MOV000360891_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=9591,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041835/MOV000360891_700X466.mp4
사우디아라비아,,누리집,2024-12-20 08:40:57,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047359/MOV000361236_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=12890,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047359/MOV000361236_700X466.mp4
사월,,누리집,2024-12-20 08:40:57,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633185/MOV000254094_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=12891,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633185/MOV000254094_700X466.mp4
희롱,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009751/MOV000360048_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=12903,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009751/MOV000360048_700X466.mp4
걷히다,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735774/MOV000240541_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=12904,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735774/MOV000240541_700X466.mp4
"그리기,미술,회화,그리다,그림",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631960/MOV000243346_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=12907,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631960/MOV000243346_700X466.mp4
"등대,광탑",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734924/MOV000251062_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6867,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734924/MOV000251062_700X466.mp4
"가구,장",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615393/MOV000249350_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6868,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615393/MOV000249350_700X466.mp4
"가위,가위질",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627636/MOV000249910_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6883,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627636/MOV000249910_700X466.mp4
"가을,금추",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010115/MOV000360104_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6884,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010115/MOV000360104_700X466.mp4
강도,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248636/MOV000261962_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=13036,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248636/MOV000261962_700X466.mp4
"자각,독각,연각",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739682/MOV000356680_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=16755,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739682/MOV000356680_700X466.mp4
폐,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/267500/MOV000271700_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15149,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/267500/MOV000271700_700X466.mp4
성직자,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284750/MOV000282449_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=18766,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284750/MOV000282449_700X466.mp4
"구원,구출,구하다,건지다,채용",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281054/MOV000277357_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=17127,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281054/MOV000277357_700X466.mp4
소금,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290039/MOV000282540_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=18793,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290039/MOV000282540_700X466.mp4
로그인,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/268749/MOV000272243_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15409,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/268749/MOV000272243_700X466.mp4
"외아들,독자",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285059/MOV000283453_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=19075,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285059/MOV000283453_700X466.mp4
영상 메시지,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270558/MOV000272880_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15634,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270558/MOV000272880_700X466.mp4
"가정부,가사관리사",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785439/MOV000357095_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6889,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785439/MOV000357095_700X466.mp4
"동물,짐승",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627643/MOV000250479_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6898,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627643/MOV000250479_700X466.mp4
동물원,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732318/MOV000250481_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6899,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732318/MOV000250481_700X466.mp4
동생,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734925/MOV000250491_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6903,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734925/MOV000250491_700X466.mp4
"계속,연속,이어,내내,-면서,지속,끊임없이",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627669/MOV000249958_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6934,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627669/MOV000249958_700X466.mp4
주유소,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733221/MOV000257375_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6938,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733221/MOV000257375_700X466.mp4
주전자,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042464/MOV000360986_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6943,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042464/MOV000360986_700X466.mp4
"이기다,승리,승리하다,(경쟁 상대를) 제치다",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627677/MOV000260380_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6954,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627677/MOV000260380_700X466.mp4
"식당,음식점",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042458/MOV000360985_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=6970,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042458/MOV000360985_700X466.mp4
"백색,흰색,하얀색",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010134/MOV000360120_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8542,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010134/MOV000360120_700X466.mp4
시가,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041939/MOV000360924_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8546,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041939/MOV000360924_700X466.mp4
"시키다,지시,하여금",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734990/MOV000242492_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8579,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734990/MOV000242492_700X466.mp4
"강하다,견고하다,굳다,단단하다,딱딱하다,공고하다,세다,억세다",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629708/MOV000248694_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8608,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629708/MOV000248694_700X466.mp4
"오디오,듣다,소식,청각",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270658/MOV000272884_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15635,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270658/MOV000272884_700X466.mp4
온라인,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270667/MOV000272908_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15644,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270667/MOV000272908_700X466.mp4
"이메일,메일,전자메일,전자우편",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271000/MOV000273020_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15680,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271000/MOV000273020_700X466.mp4
인성,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285164/MOV000283802_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=19180,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285164/MOV000283802_700X466.mp4
인쇄,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271005/MOV000273034_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15685,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271005/MOV000273034_700X466.mp4
인터넷,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271008/MOV000273041_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15688,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271008/MOV000273041_700X466.mp4
전송,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271336/MOV000273141_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15719,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271336/MOV000273141_700X466.mp4
"접속,링크,연결",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271342/MOV000273159_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15725,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271342/MOV000273159_700X466.mp4
성품,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/283601/MOV000278660_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=17519,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/283601/MOV000278660_700X466.mp4
"제사,제",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285235/MOV000284038_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=19251,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285235/MOV000284038_700X466.mp4
통신,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271913/MOV000273379_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=15801,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271913/MOV000273379_700X466.mp4
"크리스마스,성탄,성탄절",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285365/MOV000284480_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=19381,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285365/MOV000284480_700X466.mp4
간호사,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250223/MOV000262640_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=14094,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250223/MOV000262640_700X466.mp4
검도,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739501/MOV000249261_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8609,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739501/MOV000249261_700X466.mp4
"귀중하다,중요,막중하다,소중하다",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8620,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_700X466.mp4
광복절,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785501/MOV000357147_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=8623,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785501/MOV000357147_700X466.mp4
우간다,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041793/MOV000360853_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=10863,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041793/MOV000360853_700X466.mp4
ㅞ,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005889/MOV000359891_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=10872,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005889/MOV000359891_700X466.mp4
"의자,걸상",,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728280/MOV000249253_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=10887,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728280/MOV000249253_700X466.mp4
이라크,,누리집,2024-12-20 08:40:58,일상생활수어,,,,,,,,,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041792/MOV000360852_215X161.jpg,,,http://sldict.korean.go.kr/front/sign/signContentsView.do?top_category=CTE&origin_no=10892,,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041792/MOV000360852_700X466.mp4
